TargetUser,OtherUser,PearsonSimilarity,CommonItems
A1ER5AYS3FQ9O3,A1Q98P387PNOE6,0.0,1
A1ER5AYS3FQ9O3,A18T2S1Z2XJWHQ,0.0,1
A1ER5AYS3FQ9O3,A2NQVSK2LF3A5K,0.0,1
A1ER5AYS3FQ9O3,A169PJ9NIR23H,0.0,1
A1ER5AYS3FQ9O3,A1WUN7ID05D6K5,0.0,1
A1ER5AYS3FQ9O3,ACQF5P6DTHS5B,0.0,1
A1ER5AYS3FQ9O3,A2QDYO1S3ZJCA6,0.0,1
A1ER5AYS3FQ9O3,A1C6PNOXEJIYC6,0.0,1
A1ER5AYS3FQ9O3,A1R5ZYK90CUJKR,0.0,1
A1ER5AYS3FQ9O3,A2QGWCKEOJL1I6,0.0,1
A1ER5AYS3FQ9O3,A3KX0VAG7893W5,0.0,1
A1ER5AYS3FQ9O3,A2MATOQDZ5VPEH,0.0,1
A1ER5AYS3FQ9O3,A2LB0CADENKHKE,0.0,1
A1ER5AYS3FQ9O3,A26YVN6JKEW8LU,0.0,1
A1ER5AYS3FQ9O3,A3N27TIEKZGAEA,0.0,1
A1ER5AYS3FQ9O3,A34RD3380VH5Q1,0.0,1
A1ER5AYS3FQ9O3,A1V6RIGRMY8O8E,0.0,1
A1ER5AYS3FQ9O3,A2OAJTCPJX2WNR,0.0,1
A1ER5AYS3FQ9O3,A3V7VDXQ0QWJAF,0.0,1
A1ER5AYS3FQ9O3,A38QTOCBL3EAN,0.0,1
A1ER5AYS3FQ9O3,A2D8W9IAF126YX,0.0,1
A1ER5AYS3FQ9O3,AP4SKIRMIWTXN,0.0,1
A1ER5AYS3FQ9O3,ASSQNFYX7Z08T,0.0,1
A1ER5AYS3FQ9O3,A33YD07ED3O1VA,0.0,1
A1ER5AYS3FQ9O3,A3DAM5QK6GX5BI,0.0,1
A1ER5AYS3FQ9O3,A3T9PVOBEM6K60,0.0,1
A1ER5AYS3FQ9O3,A1EYUFMU749BVZ,0.0,1
A1ER5AYS3FQ9O3,ATIR61WK8TTA1,0.0,1
A1ER5AYS3FQ9O3,A1SUUFJ867WV6O,0.0,1
A1ER5AYS3FQ9O3,A29X30MP9B0Y2H,0.0,1
A1ER5AYS3FQ9O3,A1NMUUM1YF56GI,0.0,1
A1ER5AYS3FQ9O3,AVXKPKRV2CVK6,0.0,1
A1ER5AYS3FQ9O3,A23XRPBX5F65BH,0.0,1
A1ER5AYS3FQ9O3,A1KGLY3Q839O0K,0.0,1
A1ER5AYS3FQ9O3,A2BGLU3YYCFG7B,0.0,1
A1ER5AYS3FQ9O3,A1LKTKK3Z8BQHS,0.0,1
A1ER5AYS3FQ9O3,A34L46UJSAPK2M,0.0,1
A1ER5AYS3FQ9O3,A2X2YG8S27TZAW,0.0,1
A1ER5AYS3FQ9O3,A145RILDIMNV5S,0.0,1
A1ER5AYS3FQ9O3,A2SAC8J0BL9ZGY,0.0,1
A1ER5AYS3FQ9O3,A1XW4NKDJ5IA9C,0.0,1
A1ER5AYS3FQ9O3,AZQP81SSGYAQQ,0.0,1
A1ER5AYS3FQ9O3,A1B6OSD2SD2F6J,0.0,1
A1ER5AYS3FQ9O3,AJ3XED46BCQL9,0.0,1
A1ER5AYS3FQ9O3,A3K4ZN3H89K2OO,0.0,1
A1ER5AYS3FQ9O3,A3B0RDVMT7QHWN,0.0,1
A1ER5AYS3FQ9O3,A3MRSSTMP9NLLY,0.0,1
A1ER5AYS3FQ9O3,A2ALZGDXF9S3L5,0.0,1
A1ER5AYS3FQ9O3,A2SOPEBA4GJ7MT,0.0,1
A1ER5AYS3FQ9O3,A19JIL49W55G1O,0.0,1
A1ER5AYS3FQ9O3,A176SH7UY3AJCT,0.0,1
A1ER5AYS3FQ9O3,A1Q8G0Q9T5LIBZ,0.0,1
A1ER5AYS3FQ9O3,A2UHUU7572TJSC,0.0,1
A1ER5AYS3FQ9O3,ADDETS63WT1XJ,0.0,1
A1ER5AYS3FQ9O3,A5LP4P0KO3QVV,0.0,1
A1ER5AYS3FQ9O3,AZURL7WVHAT9Y,0.0,1
A1ER5AYS3FQ9O3,A38VQ2TIPPBKNN,0.0,1
A1ER5AYS3FQ9O3,A2QEA7N0K26N22,0.0,1
A1ER5AYS3FQ9O3,A20NPKBYB2JOJB,0.0,1
A1ER5AYS3FQ9O3,A2V4NXLAPIFW7Q,0.0,1
A1ER5AYS3FQ9O3,A1HIECWAHIEBKM,0.0,1
A1ER5AYS3FQ9O3,A1B4G6A12YMQR0,0.0,1
A1ER5AYS3FQ9O3,AC4XV78EJG1QB,0.0,1
A1ER5AYS3FQ9O3,A2F5RU06J4O0L4,0.0,1
A1ER5AYS3FQ9O3,A3CZF4UBXLONDJ,0.0,1
A1ER5AYS3FQ9O3,AIM4EQV7RX8J5,0.0,1
A1ER5AYS3FQ9O3,A3IYOX5J6FLZY7,0.0,1
A1ER5AYS3FQ9O3,A2QDYGI5OETYV3,0.0,1
A1ER5AYS3FQ9O3,AY94SR3AGIQMF,0.0,1
A1ER5AYS3FQ9O3,A1HJMCV0UVLRCF,0.0,1
A1ER5AYS3FQ9O3,A3OCSNE59Y4EAC,0.0,1
A1ER5AYS3FQ9O3,A1XFEH8CW97TI0,0.0,1
A1ER5AYS3FQ9O3,A1AOX93CZ81P66,0.0,1
A1ER5AYS3FQ9O3,A23BA6LKR69BOV,0.0,1
A1ER5AYS3FQ9O3,A2Y6JOKINXM6E6,0.0,1
A1ER5AYS3FQ9O3,A8JEEWALDYOHS,0.0,1
A1ER5AYS3FQ9O3,A23YARC74OPRST,0.0,1
A1ER5AYS3FQ9O3,AU33KRSBSNPAI,0.0,1
A1ER5AYS3FQ9O3,AYNTULRNAIPNY,0.0,1
A1ER5AYS3FQ9O3,AF5G4PLHN82T7,0.0,1
A1ER5AYS3FQ9O3,A216SKRFFQU4ZM,0.0,1
A1ER5AYS3FQ9O3,AGPEYNN9V5DNI,0.0,1
A1ER5AYS3FQ9O3,AB0F3WF0GCCC0,0.0,1
A1ER5AYS3FQ9O3,AA76WJVZH0AGI,0.0,1
A1ER5AYS3FQ9O3,A2ODM2O8E6H3RH,0.0,1
A1ER5AYS3FQ9O3,A8FZ5Y34209YB,0.0,1
A1ER5AYS3FQ9O3,A15X2FH3XBG2UE,0.0,1
A1ER5AYS3FQ9O3,A3TV6AEXZ6UE3T,0.0,1
A1ER5AYS3FQ9O3,A3D0PD45BHLXFX,0.0,1
A1ER5AYS3FQ9O3,A3BS3KMFQLBR80,0.0,1
A1ER5AYS3FQ9O3,A3LG0W9C5KJFXN,0.0,1
A1ER5AYS3FQ9O3,A1GGNKRL7WAMDI,0.0,1
A1ER5AYS3FQ9O3,AA0E7POFIT8OX,0.0,1
A1ER5AYS3FQ9O3,A39E2757A2L44H,0.0,1
A1ER5AYS3FQ9O3,A1A562CZ5UW71V,0.0,1
A1ER5AYS3FQ9O3,A3CSD48F9DT1AR,0.0,1
A1ER5AYS3FQ9O3,A1OYRMJ8ABBGAJ,0.0,1
A1ER5AYS3FQ9O3,AFPH2PD6MY3AP,0.0,1
A1ER5AYS3FQ9O3,AUM2KRLEIHE7C,0.0,1
A1ER5AYS3FQ9O3,A4DFK09MWIV5A,0.0,1
A1ER5AYS3FQ9O3,A1Q09N604ML8NU,0.0,1
A1ER5AYS3FQ9O3,ALH0Y9V0ND526,0.0,1
A1ER5AYS3FQ9O3,A179W9OE2MYVAV,0.0,1
A1ER5AYS3FQ9O3,A2SEW2Y9CT7IVE,0.0,1
A1ER5AYS3FQ9O3,A1RCO8MGKA42MM,0.0,1
A1ER5AYS3FQ9O3,A253APCY0L70DA,0.0,1
A1ER5AYS3FQ9O3,A9L3WHGL51F2M,0.0,1
A1ER5AYS3FQ9O3,ABRS5YIVU7WL0,0.0,1
A1ER5AYS3FQ9O3,AGTJ7NWJ1DLGC,0.0,1
A1ER5AYS3FQ9O3,A1Z8AC4X6FRW6N,0.0,1
A1ER5AYS3FQ9O3,A1RHY61TEWMY6Y,0.0,1
A1ER5AYS3FQ9O3,AZRXX8SE54J27,0.0,1
A1ER5AYS3FQ9O3,AM67VZ3Z4HUTR,0.0,1
A1ER5AYS3FQ9O3,A3ZSM510S6SSC,0.0,1
A1ER5AYS3FQ9O3,A7WLUDD7J52CO,0.0,1
A1ER5AYS3FQ9O3,A15DNP2WXDRQLF,0.0,1
A1ER5AYS3FQ9O3,A3HEKI2CQJ9KHF,0.0,1
A1ER5AYS3FQ9O3,A2N6AJIO7ZM4PF,0.0,1
A1ER5AYS3FQ9O3,AV4IHWDFKLL8A,0.0,1
A1ER5AYS3FQ9O3,AFQKW7L0IOMK4,0.0,1
A1ER5AYS3FQ9O3,A1TYVF68TR0ZZA,0.0,1
A1ER5AYS3FQ9O3,AZQ63AQ7TL7I6,0.0,1
A1ER5AYS3FQ9O3,A2MALM6YYYT4TR,0.0,1
A1ER5AYS3FQ9O3,A274NPNO789RP8,0.0,1
A1ER5AYS3FQ9O3,A1I72FVSYXZFZ2,0.0,1
A1ER5AYS3FQ9O3,A3QLRFQ8DNG68O,0.0,1
A1ER5AYS3FQ9O3,A1A7WXPZ2HZTOA,0.0,1
A1ER5AYS3FQ9O3,A2WJ90SA5ATAA,0.0,1
A1ER5AYS3FQ9O3,A3L8LNTLLWW8YA,0.0,1
A1ER5AYS3FQ9O3,A1EX8SNZ523MWD,0.0,1
A1ER5AYS3FQ9O3,A1TXYS7TFXURRH,0.0,1
A1ER5AYS3FQ9O3,A3QZP2LBSSMCFV,0.0,1
A1ER5AYS3FQ9O3,A3LQWNX5RUO2DD,0.0,1
A1ER5AYS3FQ9O3,A0327576DAORMC7JHM7G,0.0,1
A1ER5AYS3FQ9O3,A35WQXGL9X597J,0.0,1
A1ER5AYS3FQ9O3,A1YUSKPLO9K9GY,0.0,1
A1ER5AYS3FQ9O3,A2OGVAQIMM2D7E,0.0,1
A1ER5AYS3FQ9O3,A1GFCSQZM29VAA,0.0,1
A1ER5AYS3FQ9O3,A2CHN1VBVT085E,0.0,1
A1ER5AYS3FQ9O3,A3PYNCZ8EK6GDA,0.0,1
A1ER5AYS3FQ9O3,ACCEVI3EQD4W2,0.0,1
A1ER5AYS3FQ9O3,A2MLTTCWB5AWUA,0.0,1
A1ER5AYS3FQ9O3,A1D6L7YZXEYWK7,0.0,1
A1ER5AYS3FQ9O3,A255AOVIJXKZZX,0.0,1
A1ER5AYS3FQ9O3,A2U0ZW9FMMV67P,0.0,1
A1ER5AYS3FQ9O3,A3FRL0WR34N3H8,0.0,1
A1ER5AYS3FQ9O3,A2T08WGB105LTG,0.0,1
A1ER5AYS3FQ9O3,A3JY18R0VPM6SF,0.0,1
A1ER5AYS3FQ9O3,A1WFK4CD0GH9A0,0.0,1
A1ER5AYS3FQ9O3,A3TJGJ4O6W8XS2,0.0,1
A1ER5AYS3FQ9O3,A360IIW13MCRUV,0.0,1
A1ER5AYS3FQ9O3,A10XEJ092UTP0R,0.0,1
A1ER5AYS3FQ9O3,A3VE0YYXS83L1E,0.0,1
A1ER5AYS3FQ9O3,AJ0A6EIZ9CHBR,0.0,1
A1ER5AYS3FQ9O3,AR2CNS0JK09ET,0.0,1
A1ER5AYS3FQ9O3,A3UP82AZ8P2KAT,0.0,1
A1ER5AYS3FQ9O3,A3KR97TBARYJS4,0.0,1
A1ER5AYS3FQ9O3,A2XXP3VK4DGSE2,0.0,1
A1ER5AYS3FQ9O3,A2MVDF8P92M3V3,0.0,1
A1ER5AYS3FQ9O3,A3MWU5D8EWQCQU,0.0,1
A1ER5AYS3FQ9O3,A2K05W5ZQQH7VI,0.0,1
A1ER5AYS3FQ9O3,A3UITY9DD5YC24,0.0,1
A1ER5AYS3FQ9O3,A16PE1K4G6UXDK,0.0,1
A1ER5AYS3FQ9O3,AALYJPTTO862K,0.0,1
A1ER5AYS3FQ9O3,A2LV9I7GFD425R,0.0,1
A1ER5AYS3FQ9O3,A2PHCWO8VFXXLA,0.0,1
A1ER5AYS3FQ9O3,A2B00M763CB2YF,0.0,1
A1ER5AYS3FQ9O3,A3L9S108ASTTGS,0.0,1
A1ER5AYS3FQ9O3,A18T287BEBX55X,0.0,1
A1ER5AYS3FQ9O3,A39G8ZTTPG6JPP,0.0,1
A1ER5AYS3FQ9O3,A1AUL9QV8F0J0G,0.0,1
A1ER5AYS3FQ9O3,A3IDRSO4MHKMNS,0.0,1
A1ER5AYS3FQ9O3,A2RY7KAPMT57UX,0.0,1
A1ER5AYS3FQ9O3,A1AHY8APM3IDYR,0.0,1
A1ER5AYS3FQ9O3,AUCLEQ6589RZU,0.0,1
A1ER5AYS3FQ9O3,A1CFAQT90ESYUV,0.0,1
A1ER5AYS3FQ9O3,A3M7GRKWW2SYIU,0.0,1
A1ER5AYS3FQ9O3,A25225JQ0C8VOS,0.0,1
A1ER5AYS3FQ9O3,AB4GV0B88V9EP,0.0,1
A1ER5AYS3FQ9O3,A2MF8KW7MP0CXJ,0.0,1
A1ER5AYS3FQ9O3,A3DYK27ODGAQAU,0.0,1
A1ER5AYS3FQ9O3,AMJPPX9MRN9SY,0.0,1
A1ER5AYS3FQ9O3,A2846ZIYL7NBYJ,0.0,1
A1ER5AYS3FQ9O3,ARO6OM8BE7PDC,0.0,1
A1ER5AYS3FQ9O3,AA9060TNUO7Y6,0.0,1
A1ER5AYS3FQ9O3,A26UOWZ2GMOIA4,0.0,1
A1ER5AYS3FQ9O3,A3U05KMMXN7KTN,0.0,1
A1ER5AYS3FQ9O3,A3RP4K335Z2K24,0.0,1
A1ER5AYS3FQ9O3,ACG575G2ZJTK1,0.0,1
A1ER5AYS3FQ9O3,A27KMC61W6DRM5,0.0,1
A1ER5AYS3FQ9O3,AMSOH6T6E3FSJ,0.0,1
A1ER5AYS3FQ9O3,AIB20XXGDZB4C,0.0,1
A1ER5AYS3FQ9O3,A2A54VESV8GKE9,0.0,1
A1ER5AYS3FQ9O3,A3VI657NHCHHA2,0.0,1
A1ER5AYS3FQ9O3,AAXM5RR6D0PAT,0.0,1
A1ER5AYS3FQ9O3,AG89E1ZLP9OON,0.0,1
A1ER5AYS3FQ9O3,A1IPZ9JO881VSQ,0.0,1
A1ER5AYS3FQ9O3,AGINRXHP52O8C,0.0,1
A1ER5AYS3FQ9O3,AG1H56R9P6L4Y,0.0,1
A1ER5AYS3FQ9O3,AWW7L8C955KOM,0.0,1
A1ER5AYS3FQ9O3,AU32ZJ0LGMBSA,0.0,1
A1ER5AYS3FQ9O3,A3SYP5O70S6OIT,0.0,1
A1ER5AYS3FQ9O3,AVIF6YESQ5KIM,0.0,1
A1ER5AYS3FQ9O3,A3ACW71Z62UM9H,0.0,1
A1ER5AYS3FQ9O3,A31PRB60ZAV2S9,0.0,1
A1ER5AYS3FQ9O3,A3PY0SM4KTNBT0,0.0,1
A1ER5AYS3FQ9O3,AMRZ5G7HF7I03,0.0,1
A1ER5AYS3FQ9O3,A3RKVVNGZ2PR2M,0.0,1
A1ER5AYS3FQ9O3,A1218FBO2JHX65,0.0,1
A1ER5AYS3FQ9O3,A2HHCAEOOXXWS,0.0,1
A1ER5AYS3FQ9O3,AD44QO13J4VC9,0.0,1
A1ER5AYS3FQ9O3,ADKTMIUEL2JWA,0.0,1
A1ER5AYS3FQ9O3,A34PJX9H51ZCNO,0.0,1
A1ER5AYS3FQ9O3,A1DJ4C243PMHY0,0.0,1
A1ER5AYS3FQ9O3,A2VOQ0T5ZY1C4J,0.0,1
A1ER5AYS3FQ9O3,A199KPF8UW97VM,0.0,1
A1ER5AYS3FQ9O3,A1GEDA1ZC1KDIU,0.0,1
A1ER5AYS3FQ9O3,A3HDWX53SXJT4W,0.0,1
A1ER5AYS3FQ9O3,A28M37ZS2VEIO,0.0,1
A1ER5AYS3FQ9O3,A4TX7D344SPU8,0.0,1
A1ER5AYS3FQ9O3,A2IMAA2T1446EH,0.0,1
A1ER5AYS3FQ9O3,AKJYZH8UHJEVO,0.0,1
A1ER5AYS3FQ9O3,A30YBIPL453E2B,0.0,1
A1ER5AYS3FQ9O3,A16PLPHZH72XVM,0.0,1
A1ER5AYS3FQ9O3,AV5HQR0DS1PM9,0.0,1
A1ER5AYS3FQ9O3,A22ETI0D0EB09G,0.0,1
A1ER5AYS3FQ9O3,A3IEJRS72P52M8,0.0,1
A1ER5AYS3FQ9O3,A1PI7GR83SJV4I,0.0,1
A1ER5AYS3FQ9O3,AXIHFQN7GHZ20,0.0,1
A1ER5AYS3FQ9O3,A1K83GQFWZUJSP,0.0,1
A1ER5AYS3FQ9O3,A3DQ2WHPFNPMGE,0.0,1
A1ER5AYS3FQ9O3,A2DJCNTZUE6MEC,0.0,1
A1ER5AYS3FQ9O3,A2RD6G8TA0BHP7,0.0,1
A1ER5AYS3FQ9O3,A2L0TXPIZD0RAR,0.0,1
A1ER5AYS3FQ9O3,A2QAF8QNCJ77WO,0.0,1
A1ER5AYS3FQ9O3,ABCNU96P2AK1S,0.0,1
A1ER5AYS3FQ9O3,A2Q4CDCXT81IQW,0.0,1
A1ER5AYS3FQ9O3,A1WH2CPRHQRRDQ,0.0,1
A1ER5AYS3FQ9O3,A2E1WWEOP3X0KO,0.0,1
A1ER5AYS3FQ9O3,A1L8HIF4DX28KU,0.0,1
A1ER5AYS3FQ9O3,A1V2FSI8DAW08M,0.0,1
A1ER5AYS3FQ9O3,AWICGZND0Q3XA,0.0,1
A1ER5AYS3FQ9O3,AWNJXXQOYSJOK,0.0,1
A1ER5AYS3FQ9O3,A2ZIJ2TTBKN68O,0.0,1
A1ER5AYS3FQ9O3,A7RNDST1H5DWW,0.0,1
A1ER5AYS3FQ9O3,A2V4TUYSCZX9C5,0.0,1
A1ER5AYS3FQ9O3,A1GZFPLJPJD3NK,0.0,1
A1ER5AYS3FQ9O3,A2L7QE63VDUWC5,0.0,1
A1ER5AYS3FQ9O3,A23D2IEJ9XITM6,0.0,1
A1ER5AYS3FQ9O3,A1RKWXGP3LEFJG,0.0,1
A1ER5AYS3FQ9O3,A3QP1JQC70F9BY,0.0,1
A1ER5AYS3FQ9O3,AZNQTNUA8TQW8,0.0,1
A1ER5AYS3FQ9O3,A1RVJ0M69SBKWC,0.0,1
A1ER5AYS3FQ9O3,A2Q5FD3ZI03OUT,0.0,1
A1ER5AYS3FQ9O3,AU8ZYN6KK3JTM,0.0,1
A1ER5AYS3FQ9O3,A21KBW6GKP9XKO,0.0,1
A1ER5AYS3FQ9O3,A2NWZ0N0QRQ447,0.0,1
A1ER5AYS3FQ9O3,A35A688HD0B8PV,0.0,1
A1ER5AYS3FQ9O3,A3UU7GBZ2UB7TP,0.0,1
A1ER5AYS3FQ9O3,AK64K6OXDOOT,0.0,1
A1ER5AYS3FQ9O3,A1Y9BNS3JHVH39,0.0,1
A1ER5AYS3FQ9O3,AHJM9YBHPA6UU,0.0,1
A1ER5AYS3FQ9O3,ALPN8Z2352AFG,0.0,1
A1ER5AYS3FQ9O3,A2IMCL4WJNTT9P,0.0,1
A1ER5AYS3FQ9O3,A1H37RIL09BS4D,0.0,2
A1ER5AYS3FQ9O3,A1C24M218WA6ZU,0.0,1
A1ER5AYS3FQ9O3,A2400YDMX712XZ,0.0,1
A1ER5AYS3FQ9O3,A22OBS9P6SQNJ6,0.0,1
A1ER5AYS3FQ9O3,A2UITXEK7T8WKY,0.0,1
A1ER5AYS3FQ9O3,A1XX76G83F88KQ,0.0,1
A1ER5AYS3FQ9O3,A13GUIX7D093WG,0.0,1
A1ER5AYS3FQ9O3,A9Q4ZJJ4449AI,0.0,1
A1ER5AYS3FQ9O3,A777CBDPK80N7,0.0,1
A1ER5AYS3FQ9O3,A1CR9OAJL3YN8A,0.0,1
A1ER5AYS3FQ9O3,A28KU3S7M0FOEP,0.0,1
A1ER5AYS3FQ9O3,A3RNRTNFJCY5VB,0.0,1
A1ER5AYS3FQ9O3,A23B8DSN2ZABXN,0.0,1
A1ER5AYS3FQ9O3,A2ACE4LCD9SX6G,0.0,1
A1ER5AYS3FQ9O3,ATE10YBY740XT,0.0,1
A1ER5AYS3FQ9O3,A257PMBD0AV9EB,0.0,1
A1ER5AYS3FQ9O3,A3FFGTTG7A5XE6,0.0,1
A1ER5AYS3FQ9O3,A1JKGYZND0LRDE,0.0,1
A1ER5AYS3FQ9O3,AN5ZTGHNAPJ7F,0.0,1
A1ER5AYS3FQ9O3,A2CNO571BIL1AG,0.0,1
A1ER5AYS3FQ9O3,A3KUYWDO4V634T,0.0,1
A1ER5AYS3FQ9O3,A1CME04TSMW1B,0.0,1
A1ER5AYS3FQ9O3,AQRFX29JRPB8P,0.0,1
A1ER5AYS3FQ9O3,A3JAYWB4EGPSN9,0.0,1
A1ER5AYS3FQ9O3,ARSWQKNFT6CP8,0.0,1
A1ER5AYS3FQ9O3,ALO1HVG734HF0,0.0,1
A1ER5AYS3FQ9O3,A1M7VPVNYN57IA,0.0,1
A1ER5AYS3FQ9O3,A22E89FDKD3EJC,0.0,1
A1ER5AYS3FQ9O3,A1JQPAMQEF55P4,0.0,1
A1ER5AYS3FQ9O3,A2FJ3MUIRKNBV3,0.0,1
A1ER5AYS3FQ9O3,A19WVCQ5ZFHBHM,0.0,1
A1ER5AYS3FQ9O3,AS0PCGH1TK3ZB,0.0,1
A1ER5AYS3FQ9O3,A106CQMPTNZ30E,0.0,1
A1ER5AYS3FQ9O3,A3PHTNX5M8QLNX,0.0,1
A1ER5AYS3FQ9O3,A3JMMJRCPYMRE9,0.0,1
A1ER5AYS3FQ9O3,AK5JYOW77734A,0.0,1
A1ER5AYS3FQ9O3,A291KV7VE76RUX,0.0,1
A1ER5AYS3FQ9O3,A3F9MEMG0M3OB4,0.0,1
A1ER5AYS3FQ9O3,A298OB2XY93GXL,0.0,1
A1ER5AYS3FQ9O3,A3E31TPD8JK5PT,0.0,1
A1ER5AYS3FQ9O3,A1KGM67B8X0TQK,0.0,1
A1ER5AYS3FQ9O3,ATFAW3UJCC3J5,0.0,1
A1ER5AYS3FQ9O3,A1Y2Y8QCP7HPJ,0.0,1
A1ER5AYS3FQ9O3,AWV6PMMQXPKK5,0.0,1
A1ER5AYS3FQ9O3,A2YF3T6QO59F5N,0.0,1
A1ER5AYS3FQ9O3,A3C8DVFOZDJ23C,0.0,1
A1ER5AYS3FQ9O3,AGARGUIKMNBJA,0.0,1
A1ER5AYS3FQ9O3,A301RNJUD7S0F6,0.0,1
A1ER5AYS3FQ9O3,A29RY8PX9PH9DZ,0.0,1
A1ER5AYS3FQ9O3,AW4TQUU6UR3C6,0.0,1
A1ER5AYS3FQ9O3,A25ZKLA1EUHMF9,0.0,1
A1ER5AYS3FQ9O3,A5LOIKZNC940Q,0.0,1
A1ER5AYS3FQ9O3,AKODL5JZ0KMKI,0.0,1
A1ER5AYS3FQ9O3,A1739F7G2WYE3P,0.0,1
A1ER5AYS3FQ9O3,A1DNUNGHB0WN3P,0.0,1
A1ER5AYS3FQ9O3,AOSCB3G8P4XJI,0.0,1
A1ER5AYS3FQ9O3,AIDXPOTZ7X1MG,0.0,1
A1ER5AYS3FQ9O3,A28JZR7X1LB4A4,0.0,1
A1ER5AYS3FQ9O3,A3DK2WSREDLS4Q,0.0,1
A1ER5AYS3FQ9O3,A28MQKL4XKQIL4,0.0,1
A1ER5AYS3FQ9O3,A32G6WXNJWEBTA,0.0,1
A1ER5AYS3FQ9O3,A1S7AUXCA2Q8N0,0.0,1
A1ER5AYS3FQ9O3,AJCW44HVRDXVS,0.0,1
A1ER5AYS3FQ9O3,A21LK8LHC9VT2M,0.0,1
A1ER5AYS3FQ9O3,A8LUWCET4MR61,0.0,1
A1ER5AYS3FQ9O3,A2QPH65XL6WWCI,0.0,1
A1ER5AYS3FQ9O3,A150G5LACI43MZ,0.0,1
A1ER5AYS3FQ9O3,A3PDMWXTN49VTN,0.0,1
A1ER5AYS3FQ9O3,A1NVIRQP1MZXIT,0.0,1
A1ER5AYS3FQ9O3,A2PV9A0BFZL3SJ,0.0,1
A1ER5AYS3FQ9O3,A2BBJNMFDNJD4P,0.0,1
A1ER5AYS3FQ9O3,A28YB2HM1MQ90N,0.0,1
A1ER5AYS3FQ9O3,AGWWKL438OIYQ,0.0,1
A1ER5AYS3FQ9O3,A39Z403ZYBJF0Y,0.0,1
A1ER5AYS3FQ9O3,A1VEVIK88EY0V0,0.0,1
A1ER5AYS3FQ9O3,AVKUS8A25FPPW,0.0,1
A1ER5AYS3FQ9O3,A3R2A6R8YNTL3S,0.0,1
A1ER5AYS3FQ9O3,A43JFKL2PSO4Y,0.0,1
A1ER5AYS3FQ9O3,AE12AEJFCOGGY,0.0,3
A1ER5AYS3FQ9O3,A26A64X86VL1R4,0.0,1
A1ER5AYS3FQ9O3,A30OX7LGMR0PTI,0.0,1
A1ER5AYS3FQ9O3,A1Y5EWBDO3R7ZD,0.0,1
A1ER5AYS3FQ9O3,A38H4XCCPLRF93,0.0,1
A1ER5AYS3FQ9O3,A3MW1C075RW72L,0.0,1
A1ER5AYS3FQ9O3,A1EF5ODLYYMZIU,0.0,1
A1ER5AYS3FQ9O3,AC8VE0WQ8MUUF,0.0,1
A1ER5AYS3FQ9O3,A36C4BHZSZJQFO,0.0,1
A1ER5AYS3FQ9O3,AA5CZXM87WF1X,0.0,1
A1ER5AYS3FQ9O3,A35LT14WG5BX0T,0.0,1
A1ER5AYS3FQ9O3,A1ISLSYR11851Y,0.0,1
A1ER5AYS3FQ9O3,A2AM6KFMEX6KIS,0.0,1
A1ER5AYS3FQ9O3,AERXNDHS0M6V4,0.0,1
A1ER5AYS3FQ9O3,A1MHM78AIO8KSI,0.0,1
A1ER5AYS3FQ9O3,A23Y5YBYTPLXPM,0.0,1
A1ER5AYS3FQ9O3,A23VXI43BBZE64,0.0,1
A1ER5AYS3FQ9O3,AGLK235TN4TU4,0.0,1
A1ER5AYS3FQ9O3,AUPDRWVCK6G2N,0.0,1
A1ER5AYS3FQ9O3,A15BE5SERDC5ZV,0.0,1
A1ER5AYS3FQ9O3,A2ZT8U0S14CCAA,0.0,1
A1ER5AYS3FQ9O3,A3SGWHGOALL670,0.0,1
A1ER5AYS3FQ9O3,A35R22DUJCG0FP,0.0,1
A1ER5AYS3FQ9O3,A2P37GRH91F8C5,0.0,1
A1ER5AYS3FQ9O3,AO0BR658ZNSJ7,0.0,1
A1ER5AYS3FQ9O3,A25VLD8CN38AF5,0.0,1
A1ER5AYS3FQ9O3,A6TPTIMZ4RV1I,0.0,1
A1ER5AYS3FQ9O3,A39GKQS4LYDUDA,0.0,1
A1ER5AYS3FQ9O3,A1REZM82743SC3,0.0,1
A1ER5AYS3FQ9O3,A3FHEHOPKSMGBE,0.0,1
A1ER5AYS3FQ9O3,A3R91AXWLU19N8,0.0,1
A1ER5AYS3FQ9O3,A2N97843YA41EY,0.0,1
A1ER5AYS3FQ9O3,A2BIWMQIWMAE81,0.0,1
A1ER5AYS3FQ9O3,A1SLICKSVFIU4M,0.0,1
A1ER5AYS3FQ9O3,A1FN9MM8HW3K9D,0.0,1
A1ER5AYS3FQ9O3,AIG426M8VWM9C,0.0,1
A1ER5AYS3FQ9O3,AY11MCGDJ6MR6,0.0,1
A1ER5AYS3FQ9O3,A23I02I4FL5MES,0.0,1
A1ER5AYS3FQ9O3,A141PMAIQLLLKF,0.0,1
A1ER5AYS3FQ9O3,A3CCYZI4Q7CL9Y,0.0,1
A1ER5AYS3FQ9O3,A2IABXUK6I4U28,0.0,1
A1ER5AYS3FQ9O3,A5QSURKHFHIVQ,0.0,1
A1ER5AYS3FQ9O3,AP8YL7Q7G16YR,0.0,1
A1ER5AYS3FQ9O3,A39JJ6RB3QHQGB,0.0,1
A1ER5AYS3FQ9O3,ADZZZ75N8MIE1,0.0,1
A1ER5AYS3FQ9O3,A3F7D7B2R6ENC,0.0,1
